timestamp,layer_name,loss,val_loss,grad_norm,learning_rate,effective_rank,representation_variance,collapse_score
step_0,hidden_0,9.949637413024902,11.306848526000977,11.165833823066068,0.001,12.753823072946819,0.13843917406472506,0.07840786204108335
step_0,hidden_1,9.949637413024902,11.306848526000977,11.165833823066068,0.001,13.884742461211191,0.02443474923125864,0.0720215015001991
step_1,hidden_0,9.422024726867676,10.714341163635254,11.383750391206284,0.001,12.751700031040192,0.13872956236020087,0.07842091623593714
step_1,hidden_1,9.422024726867676,10.714341163635254,11.383750391206284,0.001,13.616783642479774,0.027208314833984445,0.07343878159893333
step_2,hidden_0,8.887386322021484,10.116004943847656,11.524804492997479,0.001,12.748694772827566,0.1390513228818086,0.07843940245015431
step_2,hidden_1,8.887386322021484,10.116004943847656,11.524804492997479,0.001,13.27433917814373,0.030767665866721524,0.07533331690412923
step_3,hidden_0,8.3504056930542,9.513760566711426,11.616727963466628,0.001,12.744383924081909,0.13941118970874378,0.07846593495275911
step_3,hidden_1,8.3504056930542,9.513760566711426,11.616727963466628,0.001,12.887832171886666,0.035099472875598295,0.07759256845238766
step_4,hidden_0,7.813906192779541,8.908230781555176,11.739806019839474,0.001,12.739070823863567,0.1398042724238795,0.07849866083849238
step_4,hidden_1,7.813906192779541,8.908230781555176,11.739806019839474,0.001,12.448397019851843,0.040141289079617656,0.08033162811286218
step_5,hidden_0,7.27630090713501,8.302074432373047,11.876250536744266,0.001,12.733154946485664,0.14022909498188083,0.07853513164669365
step_5,hidden_1,7.27630090713501,8.302074432373047,11.876250536744266,0.001,11.972030244883879,0.04584796363886165,0.08352802152561714
step_6,hidden_0,6.74164342880249,7.702575206756592,11.933340275478775,0.001,12.726321755119887,0.14068127568579977,0.07857729980759705
step_6,hidden_1,6.74164342880249,7.702575206756592,11.933340275478775,0.001,11.495635841834499,0.052196073949837246,0.08698953357245681
step_7,hidden_0,6.219401836395264,7.114446640014648,11.890847477132905,0.001,12.71862838756838,0.1411594672566682,0.07862483040839797
step_7,hidden_1,6.219401836395264,7.114446640014648,11.890847477132905,0.001,11.021821879367176,0.05916073019188843,0.09072910186218829
step_8,hidden_0,5.71401309967041,6.541569709777832,11.792597705730417,0.001,12.71018663825974,0.1416612866130649,0.07867705081448895
step_8,hidden_1,5.71401309967041,6.541569709777832,11.792597705730417,0.001,10.562836307657273,0.06668784282720727,0.09467154189212174
step_9,hidden_0,5.222015380859375,5.987331390380859,11.66269730811812,0.001,12.701053184353142,0.14218274425042662,0.07873362826572003
step_9,hidden_1,5.222015380859375,5.987331390380859,11.66269730811812,0.001,10.115114750357733,0.07471227612222661,0.09886195309495958
step_10,hidden_0,4.751561164855957,5.4577226638793945,11.335997553507324,0.001,12.691379976930898,0.1427233324420513,0.07879363802972557
step_10,hidden_1,4.751561164855957,5.4577226638793945,11.335997553507324,0.001,9.682697074990891,0.0831829713887976,0.10327700972726556
step_11,hidden_0,4.3113017082214355,4.957594394683838,10.925794896400504,0.001,12.681322680786037,0.143279278947537,0.07885612764314709
step_11,hidden_1,4.3113017082214355,4.957594394683838,10.925794896400504,0.001,9.270390408596672,0.09206010634745358,0.1078703221681661
step_12,hidden_0,3.900195360183716,4.49020528793335,10.438547112772772,0.001,12.670944344983715,0.1438450498086005,0.07892071599192911
step_12,hidden_1,3.900195360183716,4.49020528793335,10.438547112772772,0.001,8.879968749354614,0.10130612433716195,0.11261300892220807
step_13,hidden_0,3.5196900367736816,4.059005260467529,9.810327023512887,0.001,12.660131748594601,0.14441661636047612,0.07898811954393838
step_13,hidden_1,3.5196900367736816,4.059005260467529,9.810327023512887,0.001,8.511413572555984,0.11087329965649381,0.11748929733885546
step_14,hidden_0,3.1758906841278076,3.668550491333008,9.039602335288166,0.001,12.648829756247041,0.14498849560577137,0.07905869707085883
step_14,hidden_1,3.1758906841278076,3.668550491333008,9.039602335288166,0.001,8.159761983398571,0.12065597164904635,0.12255259430784234
step_15,hidden_0,2.8720383644104004,3.321101427078247,8.168288478127613,0.001,12.637342053612702,0.14555506931352974,0.0791305636705564
step_15,hidden_1,2.8720383644104004,3.321101427078247,8.168288478127613,0.001,7.822329521246095,0.13055214417023095,0.12783915549503727
step_16,hidden_0,2.6091105937957764,3.0185065269470215,7.190594807226835,0.001,12.625878589514283,0.14610823634841716,0.0792024089975405
step_16,hidden_1,2.6091105937957764,3.0185065269470215,7.190594807226835,0.001,7.502167372526911,0.14046113173096192,0.13329481339779492
step_17,hidden_0,2.389458179473877,2.7617249488830566,6.142267285494278,0.001,12.614529870867505,0.1466392390974872,0.07927366380172753
step_17,hidden_1,2.389458179473877,2.7617249488830566,6.142267285494278,0.001,7.203867879557859,0.15025242189214663,0.13881431707508987
step_18,hidden_0,2.2127490043640137,2.5499308109283447,5.059683426931867,0.001,12.603462314747574,0.1471390673555477,0.07934327687320326
step_18,hidden_1,2.2127490043640137,2.5499308109283447,5.059683426931867,0.001,6.9286717136899805,0.1597799831661818,0.14432780788620064
step_19,hidden_0,2.0768954753875732,2.3802785873413086,4.00886375438578,0.001,12.592860499273305,0.14759870345706216,0.07941007526111378
step_19,hidden_1,2.0768954753875732,2.3802785873413086,4.00886375438578,0.001,6.6768789616046735,0.1688822913961421,0.14977057480755457
step_20,hidden_0,1.9780826568603516,2.2484800815582275,3.144448936845411,0.001,12.582980492721376,0.14800925356548988,0.07947242710727001
step_20,hidden_1,1.9780826568603516,2.2484800815582275,3.144448936845411,0.001,6.45119950417818,0.1774257300168017,0.15500993254856568
step_21,hidden_0,1.9099819660186768,2.1483490467071533,2.6803116843948525,0.001,12.57404550675646,0.14836290820453363,0.07952889938744584
step_21,hidden_1,1.9099819660186768,2.1483490467071533,2.6803116843948525,0.001,6.248868173474239,0.18524595067646946,0.160028980007114
step_22,hidden_0,1.865134835243225,2.073131799697876,2.7739451265232002,0.001,12.566098692786436,0.14865327263452563,0.07957919354668522
step_22,hidden_1,1.865134835243225,2.073131799697876,2.7739451265232002,0.001,6.069219114277548,0.19220938620704694,0.16476584238778721
step_23,hidden_0,1.8352160453796387,2.0160584449768066,3.283255871336558,0.001,12.559232061259598,0.14887586630409622,0.07962270265589053
step_23,hidden_1,1.8352160453796387,2.0160584449768066,3.283255871336558,0.001,5.910284087282833,0.19821654897348143,0.1691966046355879
step_24,hidden_0,1.8117873668670654,1.9707242250442505,3.923387105270669,0.001,12.553633561770734,0.14902983937493042,0.07965821171053415
step_24,hidden_1,1.8117873668670654,1.9707242250442505,3.923387105270669,0.001,5.769027453529177,0.20320215819121135,0.17333944205591437
step_25,hidden_0,1.7877861261367798,1.9320968389511108,4.52418511028538,0.001,12.549302810643713,0.1491163075190699,0.07968570167514392
step_25,hidden_1,1.7877861261367798,1.9320968389511108,4.52418511028538,0.001,5.643488031192268,0.2071406825934308,0.17719537889916206
step_26,hidden_0,1.7576574087142944,1.896520972251892,5.0016901963281635,0.001,12.546199851145264,0.1491385182152855,0.07970540975470881
step_26,hidden_1,1.7576574087142944,1.896520972251892,5.0016901963281635,0.001,5.53138327556679,0.21005049057108444,0.1807866043955401
step_27,hidden_0,1.717858910560608,1.8619388341903687,5.320609493410567,0.001,12.544093514035263,0.1491010171395019,0.0797187934609325
step_27,hidden_1,1.717858910560608,1.8619388341903687,5.320609493410567,0.001,5.430130293600586,0.21198312955555287,0.18415764372698407
step_28,hidden_0,1.666763424873352,1.8277325630187988,5.466303963877113,0.001,12.54298319374901,0.14901008485669437,0.07972585026649526
step_28,hidden_1,1.666763424873352,1.8277325630187988,5.466303963877113,0.001,5.337813661365008,0.21301449859282165,0.18734262067594842
step_29,hidden_0,1.604685664176941,1.794256329536438,5.442966083021646,0.001,12.542639897847366,0.1488721791586355,0.07972803238747413
step_29,hidden_1,1.604685664176941,1.794256329536438,5.442966083021646,0.001,5.252144864163871,0.2132442352863637,0.19039840405453054
step_30,hidden_0,1.533501148223877,1.7627733945846558,5.2678585441943255,0.001,12.542967920530717,0.1486953314731065,0.07972594734641465
step_30,hidden_1,1.533501148223877,1.7627733945846558,5.2678585441943255,0.001,5.17201991408425,0.21278521051799273,0.19334805677697367
step_31,hidden_0,1.4561246633529663,1.73478364944458,4.967013215284836,0.001,12.543741671584083,0.14848684339474436,0.07972102951269684
step_31,hidden_1,1.4561246633529663,1.73478364944458,4.967013215284836,0.001,5.096072106781,0.21175649768917232,0.19622956250351467
step_32,hidden_0,1.375643014907837,1.7118902206420898,4.561680562476599,0.001,12.544844284562934,0.14825446908004627,0.07971402253518209
step_32,hidden_1,1.375643014907837,1.7118902206420898,4.561680562476599,0.001,5.021568547390183,0.2102625491699271,0.19914096373726123
step_33,hidden_0,1.2949872016906738,1.6950595378875732,4.088094059512515,0.001,12.546357121884029,0.14800660635092602,0.07970441063372462
step_33,hidden_1,1.2949872016906738,1.6950595378875732,4.088094059512515,0.001,4.947738543015795,0.20842086980415592,0.20211253915419508
step_34,hidden_0,1.217132329940796,1.6851352453231812,3.568215012988984,0.001,12.548048795086723,0.1477496784965911,0.0796936652327617
