seed,condition,timestamp,layer_name,nc1_ratio,centroid_effective_rank,fisher_ratio,etf_deviation,validation_accuracy
46,condition_b,2026-06-30 12:10:05,layer_0,0.3717254400253296,3.8899597351625754,1.6901574103076964,1.5803288221359253,0.7400000095367432
46,condition_b,2026-06-30 12:10:05,layer_1,0.3065461218357086,3.8737031284332577,2.262151728357188,1.8215274810791016,0.7400000095367432
46,condition_b,2026-06-30 12:10:05,layer_2,0.30070552229881287,3.887737876667672,2.325512780562477,1.9556758403778076,0.7400000095367432
46,condition_b,2026-06-30 12:10:05,layer_3,0.27469614148139954,3.9049124170767384,2.640385793399708,2.036505937576294,0.7400000095367432
46,condition_b,2026-06-30 12:10:05,layer_4,0.21510452032089233,3.8871645610347225,3.6489026106861537,2.0469329357147217,0.7400000095367432
46,condition_b,2026-06-30 12:10:05,layer_5,0.20369121432304382,3.7840488515816997,3.909391768166489,1.9956014156341553,0.7400000095367432
46,condition_b,2026-06-30 12:10:05,layer_6,0.22852793335914612,3.7642195120988173,3.375832408134825,1.6623910665512085,0.7400000095367432
46,condition_b,2026-06-30 12:10:25,layer_0,0.3717254400253296,3.8899597351625754,1.6901574103076964,1.5803288221359253,0.8125
46,condition_b,2026-06-30 12:10:25,layer_1,0.3065461218357086,3.8737031284332577,2.262151728357188,1.8215274810791016,0.8125
46,condition_b,2026-06-30 12:10:25,layer_2,0.30070552229881287,3.887737876667672,2.325512780562477,1.9556758403778076,0.8125
46,condition_b,2026-06-30 12:10:25,layer_3,0.27469614148139954,3.9049124170767384,2.640385793399708,2.036505937576294,0.8125
46,condition_b,2026-06-30 12:10:25,layer_4,0.21426503360271454,3.888725540590627,3.6671170539019746,2.0457804203033447,0.8125
46,condition_b,2026-06-30 12:10:25,layer_5,0.20241743326187134,3.767339998634319,3.9402855213254235,1.988838791847229,0.8125
46,condition_b,2026-06-30 12:10:25,layer_6,0.22061365842819214,3.7358759579299847,3.53281081536239,1.6228055953979492,0.8125
46,condition_b,2026-06-30 12:10:43,layer_0,0.3717254400253296,3.8899597351625754,1.6901574103076964,1.5803288221359253,0.9599999785423279
46,condition_b,2026-06-30 12:10:43,layer_1,0.3065461218357086,3.8737031284332577,2.262151728357188,1.8215274810791016,0.9599999785423279
46,condition_b,2026-06-30 12:10:43,layer_2,0.30070552229881287,3.887737876667672,2.325512780562477,1.9556758403778076,0.9599999785423279
46,condition_b,2026-06-30 12:10:43,layer_3,0.27469614148139954,3.9049124170767384,2.640385793399708,2.036505937576294,0.9599999785423279
46,condition_b,2026-06-30 12:10:43,layer_4,0.21250568330287933,3.889952559277215,3.7057568544648936,2.043102979660034,0.9599999785423279
46,condition_b,2026-06-30 12:10:43,layer_5,0.19787900149822235,3.7503293649202454,4.053593039678561,1.968406319618225,0.9599999785423279
46,condition_b,2026-06-30 12:10:43,layer_6,0.20746751129627228,3.7054081861445405,3.820031984367981,1.5605218410491943,0.9599999785423279
46,condition_b,2026-06-30 12:10:59,layer_0,0.3717254400253296,3.8899597351625754,1.6901574103076964,1.5803288221359253,1.0
46,condition_b,2026-06-30 12:10:59,layer_1,0.3065461218357086,3.8737031284332577,2.262151728357188,1.8215274810791016,1.0
46,condition_b,2026-06-30 12:10:59,layer_2,0.30070552229881287,3.887737876667672,2.325512780562477,1.9556758403778076,1.0
46,condition_b,2026-06-30 12:10:59,layer_3,0.27469614148139954,3.9049124170767384,2.640385793399708,2.036505937576294,1.0
