timestamp,layer_name,loss,val_loss,grad_norm,learning_rate,effective_rank,representation_variance,collapse_score
step_0,hidden_0,16.03717803955078,41.04483413696289,9.384685243619183,0.5,9.701289004264101,0.12385317960553141,0.10307908563083322
step_0,hidden_1,16.03717803955078,41.04483413696289,9.384685243619183,0.5,1.6861274329641625,0.8362703925872813,0.5930749838059567
step_1,hidden_0,39.24073028564453,37.366390228271484,69.31810652261697,0.5,5.998371666774427,0.0931661573666894,0.16671191042380695
step_1,hidden_1,39.24073028564453,37.366390228271484,69.31810652261697,0.5,2.2826596173582683,0.0024681570234693557,0.4380854650406898
step_2,hidden_0,54.22712707519531,6.332941055297852,14.576554165188561,0.5,6.242096237453343,0.09739132934701834,0.16020259252010202
step_2,hidden_1,54.22712707519531,6.332941055297852,14.576554165188561,0.5,1.0402719507001374,0.021290900302373985,0.9612870935594937
step_3,hidden_0,5.73829460144043,4.431839466094971,4.261023463726897,0.5,6.137528100111163,0.09594913531363587,0.16293204425115188
step_3,hidden_1,5.73829460144043,4.431839466094971,4.261023463726897,0.5,1.2695320334327613,0.0004996671828443336,0.7876918216045655
step_4,hidden_0,2.4000930786132812,4.859838485717773,0.7398377962084985,0.5,6.099152421289049,0.09568659678570098,0.16395720764568975
step_4,hidden_1,2.4000930786132812,4.859838485717773,0.7398377962084985,0.5,1.0707472712226709,0.0043430391790068865,0.933927199140199
step_5,hidden_0,3.158395528793335,4.1734514236450195,1.868311700968857,0.5,6.0868068299839475,0.0958476896683062,0.16428975453499603
step_5,hidden_1,3.158395528793335,4.1734514236450195,1.868311700968857,0.5,1.5398951097655367,1.200320570783418e-05,0.649394879987806
step_6,hidden_0,2.302536725997925,4.200439453125,0.20141251385211945,0.5,6.0868068299839475,0.0958476896683062,0.16428975453499603
step_6,hidden_1,2.302536725997925,4.200439453125,0.20141251385211945,0.5,1.5398951097655367,1.200320570783418e-05,0.649394879987806
