seed,condition,timestamp,layer_name,nc1_ratio,centroid_effective_rank,fisher_ratio,etf_deviation,validation_accuracy
45,condition_b,2026-06-30 11:58:18,layer_0,0.3717254400253296,3.8899597351625754,1.6901574103076964,1.5803288221359253,0.5400000214576721
45,condition_b,2026-06-30 11:58:18,layer_1,0.3065461218357086,3.8737031284332577,2.262151728357188,1.8215274810791016,0.5400000214576721
45,condition_b,2026-06-30 11:58:18,layer_2,0.30070552229881287,3.887737876667672,2.325512780562477,1.9556758403778076,0.5400000214576721
45,condition_b,2026-06-30 11:58:18,layer_3,0.27469614148139954,3.9049124170767384,2.640385793399708,2.036505937576294,0.5400000214576721
45,condition_b,2026-06-30 11:58:18,layer_4,0.21604709327220917,3.88843984885576,3.6286202803406047,2.0485925674438477,0.5400000214576721
45,condition_b,2026-06-30 11:58:18,layer_5,0.20340599119663239,3.81197426317977,3.916276121647408,2.002774715423584,0.5400000214576721
45,condition_b,2026-06-30 11:58:18,layer_6,0.23613910377025604,3.825863879403947,3.234792306959278,1.6936063766479492,0.5400000214576721
45,condition_b,2026-06-30 11:58:40,layer_0,0.3717254400253296,3.8899597351625754,1.6901574103076964,1.5803288221359253,0.7300000190734863
45,condition_b,2026-06-30 11:58:40,layer_1,0.3065461218357086,3.8737031284332577,2.262151728357188,1.8215274810791016,0.7300000190734863
45,condition_b,2026-06-30 11:58:40,layer_2,0.30070552229881287,3.887737876667672,2.325512780562477,1.9556758403778076,0.7300000190734863
45,condition_b,2026-06-30 11:58:40,layer_3,0.27469614148139954,3.9049124170767384,2.640385793399708,2.036505937576294,0.7300000190734863
45,condition_b,2026-06-30 11:58:40,layer_4,0.21563704311847687,3.89019284188144,3.6374222581525664,2.0478177070617676,0.7300000190734863
45,condition_b,2026-06-30 11:58:40,layer_5,0.20047836005687714,3.817591573985573,3.988069602072801,1.9965178966522217,0.7300000190734863
45,condition_b,2026-06-30 11:58:40,layer_6,0.23294490575790405,3.8437445799971344,3.2928606450169804,1.6705318689346313,0.7300000190734863
45,condition_b,2026-06-30 11:58:58,layer_0,0.3717254400253296,3.8899597351625754,1.6901574103076964,1.5803288221359253,0.9925000071525574
45,condition_b,2026-06-30 11:58:58,layer_1,0.3065461218357086,3.8737031284332577,2.262151728357188,1.8215274810791016,0.9925000071525574
45,condition_b,2026-06-30 11:58:58,layer_2,0.30070552229881287,3.887737876667672,2.325512780562477,1.9556758403778076,0.9925000071525574
45,condition_b,2026-06-30 11:58:58,layer_3,0.27469614148139954,3.9049124170767384,2.640385793399708,2.036505937576294,0.9925000071525574
45,condition_b,2026-06-30 11:58:58,layer_4,0.21421325206756592,3.890989975366124,3.6682456897433897,2.045098304748535,0.9925000071525574
45,condition_b,2026-06-30 11:58:58,layer_5,0.19360387325286865,3.8183915185661936,4.165185606594458,1.9743788242340088,0.9925000071525574
45,condition_b,2026-06-30 11:58:58,layer_6,0.22231581807136536,3.8456398702188332,3.4981056137892126,1.6148264408111572,0.9925000071525574
45,condition_b,2026-06-30 11:59:14,layer_0,0.3717254400253296,3.8899597351625754,1.6901574103076964,1.5803288221359253,1.0
