seed,condition,timestamp,layer_name,nc1_ratio,centroid_effective_rank,fisher_ratio,etf_deviation,validation_accuracy
52,normal,2026-06-29 18:15:55,layer_0,0.3717254400253296,3.8899597351625754,1.6901574103076964,1.5803288221359253,0.3400000035762787
52,normal,2026-06-29 18:15:55,layer_1,0.3065461218357086,3.8737031284332577,2.262151728357188,1.8215274810791016,0.3400000035762787
52,normal,2026-06-29 18:15:55,layer_2,0.30070552229881287,3.887737876667672,2.325512780562477,1.9556758403778076,0.3400000035762787
52,normal,2026-06-29 18:15:55,layer_3,0.27469614148139954,3.9049124170767384,2.640385793399708,2.036505937576294,0.3400000035762787
52,normal,2026-06-29 18:15:55,layer_4,0.21504828333854675,3.885837762960977,3.650118338897296,2.0461995601654053,0.3400000035762787
52,normal,2026-06-29 18:15:55,layer_5,0.20462214946746826,3.794039982605276,3.887056045358589,1.9945472478866577,0.3400000035762787
52,normal,2026-06-29 18:15:55,layer_6,0.2329167276620865,3.779584263113096,3.2933798558716654,1.6795094013214111,0.3400000035762787
52,normal,2026-06-29 18:16:52,layer_0,0.3717254400253296,3.8899597351625754,1.6901574103076964,1.5803288221359253,0.5724999904632568
52,normal,2026-06-29 18:16:52,layer_1,0.3065461218357086,3.8737031284332577,2.262151728357188,1.8215274810791016,0.5724999904632568
52,normal,2026-06-29 18:16:52,layer_2,0.30070552229881287,3.887737876667672,2.325512780562477,1.9556758403778076,0.5724999904632568
52,normal,2026-06-29 18:16:52,layer_3,0.27469614148139954,3.9049124170767384,2.640385793399708,2.036505937576294,0.5724999904632568
52,normal,2026-06-29 18:16:52,layer_4,0.2144247442483902,3.886166179621671,3.663640757969032,2.0448803901672363,0.5724999904632568
52,normal,2026-06-29 18:16:52,layer_5,0.20370244979858398,3.7927063563707057,3.9091212751926525,1.9871227741241455,0.5724999904632568
52,normal,2026-06-29 18:16:52,layer_6,0.22849948704242706,3.7884820278797178,3.3763769605954863,1.6550986766815186,0.5724999904632568
52,normal,2026-06-29 18:17:41,layer_0,0.3717254400253296,3.8899597351625754,1.6901574103076964,1.5803288221359253,0.8799999952316284
52,normal,2026-06-29 18:17:41,layer_1,0.3065461218357086,3.8737031284332577,2.262151728357188,1.8215274810791016,0.8799999952316284
