seed,condition,timestamp,layer_name,nc1_ratio,centroid_effective_rank,fisher_ratio,etf_deviation,validation_accuracy
59,normal,2026-06-29 23:14:06,layer_0,0.3717254400253296,3.8899597351625754,1.6901574103076964,1.5803288221359253,0.5824999809265137
59,normal,2026-06-29 23:14:06,layer_1,0.3065461218357086,3.8737031284332577,2.262151728357188,1.8215274810791016,0.5824999809265137
59,normal,2026-06-29 23:14:06,layer_2,0.30070552229881287,3.887737876667672,2.325512780562477,1.9556758403778076,0.5824999809265137
59,normal,2026-06-29 23:14:06,layer_3,0.27469614148139954,3.9049124170767384,2.640385793399708,2.036505937576294,0.5824999809265137
59,normal,2026-06-29 23:14:06,layer_4,0.21549168229103088,3.887746802914441,3.640550515882568,2.047606945037842,0.5824999809265137
59,normal,2026-06-29 23:14:06,layer_5,0.20084644854068756,3.8111543863956694,3.9789283635914297,1.984532356262207,0.5824999809265137
59,normal,2026-06-29 23:14:06,layer_6,0.22830109298229218,3.7757412969766437,3.380180527469504,1.6678991317749023,0.5824999809265137
59,normal,2026-06-29 23:15:14,layer_0,0.3717254400253296,3.8899597351625754,1.6901574103076964,1.5803288221359253,0.987500011920929
59,normal,2026-06-29 23:15:14,layer_1,0.3065461218357086,3.8737031284332577,2.262151728357188,1.8215274810791016,0.987500011920929
59,normal,2026-06-29 23:15:14,layer_2,0.30070552229881287,3.887737876667672,2.325512780562477,1.9556758403778076,0.987500011920929
59,normal,2026-06-29 23:15:14,layer_3,0.27469614148139954,3.9049124170767384,2.640385793399708,2.036505937576294,0.987500011920929
59,normal,2026-06-29 23:15:14,layer_4,0.2146039605140686,3.888167918273832,3.659746322373036,2.0465610027313232,0.987500011920929
59,normal,2026-06-29 23:15:14,layer_5,0.19535833597183228,3.8133146293412103,4.11879870500907,1.9628709554672241,0.987500011920929
59,normal,2026-06-29 23:15:14,layer_6,0.21683429181575775,3.74344439775825,3.611816826791215,1.6261215209960938,0.987500011920929
59,normal,2026-06-29 23:19:34,layer_0,0.3717254400253296,3.8899597351625754,1.6901574103076964,1.5803288221359253,1.0
59,normal,2026-06-29 23:19:34,layer_1,0.3065461218357086,3.8737031284332577,2.262151728357188,1.8215274810791016,1.0
59,normal,2026-06-29 23:19:34,layer_2,0.30070552229881287,3.887737876667672,2.325512780562477,1.9556758403778076,1.0
59,normal,2026-06-29 23:19:34,layer_3,0.27469614148139954,3.9049124170767384,2.640385793399708,2.036505937576294,1.0
59,normal,2026-06-29 23:19:34,layer_4,0.2127838134765625,3.887942132996363,3.6996056038244554,2.044111967086792,1.0
59,normal,2026-06-29 23:19:34,layer_5,0.18582026660442352,3.8078494887312133,4.381544094121336,1.9251635074615479,1.0
59,normal,2026-06-29 23:19:34,layer_6,0.19693869352340698,3.6636353920074782,4.077722796518867,1.556635856628418,1.0
59,normal,2026-06-29 23:20:48,layer_0,0.3717254400253296,3.8899597351625754,1.6901574103076964,1.5803288221359253,1.0
59,normal,2026-06-29 23:20:48,layer_1,0.3065461218357086,3.8737031284332577,2.262151728357188,1.8215274810791016,1.0
59,normal,2026-06-29 23:20:48,layer_2,0.30070552229881287,3.887737876667672,2.325512780562477,1.9556758403778076,1.0
59,normal,2026-06-29 23:20:48,layer_3,0.27469614148139954,3.9049124170767384,2.640385793399708,2.036505937576294,1.0
59,normal,2026-06-29 23:20:48,layer_4,0.21027201414108276,3.887308337855236,3.7557443254508676,2.040846109390259,1.0
