seed,condition,timestamp,layer_name,nc1_ratio,centroid_effective_rank,fisher_ratio,etf_deviation,validation_accuracy
47,normal,2026-06-29 11:59:48,layer_0,0.3717254400253296,3.8899597351625754,1.6901574103076964,1.5803288221359253,0.3425000011920929
47,normal,2026-06-29 11:59:48,layer_1,0.3065461218357086,3.8737031284332577,2.262151728357188,1.8215274810791016,0.3425000011920929
47,normal,2026-06-29 11:59:48,layer_2,0.30070552229881287,3.887737876667672,2.325512780562477,1.9556758403778076,0.3425000011920929
47,normal,2026-06-29 11:59:48,layer_3,0.27469614148139954,3.9049124170767384,2.640385793399708,2.036505937576294,0.3425000011920929
47,normal,2026-06-29 11:59:48,layer_4,0.21580342948436737,3.8865297284275204,3.6338464176129017,2.047758102416992,0.3425000011920929
47,normal,2026-06-29 11:59:48,layer_5,0.20216377079486847,3.78317805899994,3.9464847611556566,1.9886131286621094,0.3425000011920929
47,normal,2026-06-29 11:59:48,layer_6,0.22619493305683136,3.73681995366496,3.420965262880839,1.6693826913833618,0.3425000011920929
47,normal,2026-06-29 12:09:53,layer_0,0.3717254400253296,3.8899597351625754,1.6901574103076964,1.5803288221359253,0.6775000095367432
47,normal,2026-06-29 12:09:53,layer_1,0.3065461218357086,3.8737031284332577,2.262151728357188,1.8215274810791016,0.6775000095367432
47,normal,2026-06-29 12:09:53,layer_2,0.30070552229881287,3.887737876667672,2.325512780562477,1.9556758403778076,0.6775000095367432
47,normal,2026-06-29 12:09:53,layer_3,0.27469614148139954,3.9049124170767384,2.640385793399708,2.036505937576294,0.6775000095367432
47,normal,2026-06-29 12:09:53,layer_4,0.2148546278476715,3.8856411821658883,3.6543098187754075,2.0461013317108154,0.6775000095367432
47,normal,2026-06-29 12:09:53,layer_5,0.19913789629936218,3.7573450386668905,4.021645871358779,1.969413161277771,0.6775000095367432
47,normal,2026-06-29 12:09:53,layer_6,0.21600313484668732,3.6791293793399555,3.6295625905037143,1.642683982849121,0.6775000095367432
47,normal,2026-06-29 12:18:57,layer_0,0.3717254400253296,3.8899597351625754,1.6901574103076964,1.5803288221359253,0.9825000166893005
47,normal,2026-06-29 12:18:57,layer_1,0.3065461218357086,3.8737031284332577,2.262151728357188,1.8215274810791016,0.9825000166893005
47,normal,2026-06-29 12:18:57,layer_2,0.30070552229881287,3.887737876667672,2.325512780562477,1.9556758403778076,0.9825000166893005
